Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000284744,AL591163.1,0.0019161527095386613,-0.8775393409240309,0.5867126041731895,0.0033017922516116955,0.8775393409240309,0.5867126041731895
ENSG00000237436,CAMTA1-DT,0.01700585529715562,-0.7520084588401712,0.11691825772270527,0.028395413363860582,0.7520084588401712,0.11691825772270527
ENSG00000171735,CAMTA1,0.6855036318374561,-0.8808110449919458,0.0007070684897405495,1.2626053570163125,0.8808110449919458,0.0007070684897407304
ENSG00000237402,CAMTA1-IT1,0,-2.462501841645187,0.4684240072888307,0.0006603584503223391,2.462501841645187,0.4684240072888307
ENSG00000270035,AL359881.2,0.00023951908869233266,-0.46250184164518693,1,0,0.46250184164518693,1
ENSG00000269978,AL359881.1,0.00023951908869233266,-0.46250184164518693,1,0,0.46250184164518693,1
ENSG00000049245,VAMP3,0.1305379033373213,-1.7577619860704687,0.0000000000005558393314858117,0.44177980326564487,1.7577619860704687,0.0000000000005558393314858117
ENSG00000269925,Z98884.2,0.000718557266076998,-0.46250184164518693,0.8427049870065432,0.0006603584503223391,0.46250184164518693,0.8427049870065432
ENSG00000049246,PER3,0.07975985653454677,-0.2285446686758159,0.6267597812854108,0.09311054149544981,0.2285446686758159,0.6267597812854108
ENSG00000236266,Z98884.1,0.004311343596461988,0.46349757691103743,1,0.0026414338012893564,-0.46349757691103743,1
ENSG00000049247,UTS2,0.012215473523308967,3.2379378764959057,0.000283434641249191,0.0006603584503223391,-3.2379378764959057,0.000283434641249191
ENSG00000049249,TNFRSF9,0.01796393165192495,0.537498158354814,0.540690993010588,0.011886452105802104,-0.537498158354814,0.540690993010588
ENSG00000116288,PARK7,1.0747221509624967,0.03726870612842448,1,1.0473285022112298,-0.03726870612842448,1
ENSG00000284747,AL034417.4,0.0033532672416926573,-0.36296616809427107,0.9974870687775598,0.0039621507019340346,0.36296616809427107,0.9974870687775598
ENSG00000284716,AL034417.3,0.002155671798230994,0.8594262532421766,0.7100011574529056,0.0006603584503223391,-0.8594262532421766,0.7100011574529056
ENSG00000116285,ERRFI1,0.012215473523308967,1.2379378764959057,0.23792881979593625,0.004622509152256374,-1.2379378764959057,0.23792881979593625
ENSG00000238290,AL034417.2,0.0038323054190773226,0.6249609996051531,0.6872075460477104,0.0019810753509670173,-0.6249609996051531,0.6872075460477104
ENSG00000162426,SLC45A1,0.005508939039923651,-0.9650021821743691,0.16522782001445008,0.010565735205157425,0.9650021821743691,0.16522782001445008
ENSG00000142599,RERE,1.934595679367971,-0.16087936848485973,0.7087956302601237,2.163334283255983,0.16087936848485973,0.7087956302601237
ENSG00000232912,RERE-AS1,0.01796393165192495,-0.42402769383055006,0.4711793541780683,0.023772904211604207,0.42402769383055006,0.4711793541780683
ENSG00000228423,AL357552.2,0.00023951908869233266,-0.46250184164518693,1,0,0.46250184164518693,1
ENSG00000074800,ENO1,1.2646607882955165,-1.1389336991682955,0.0000027306939012173133,2.786052301909949,1.1389336991682955,0.0000027306939012173133
ENSG00000230679,ENO1-AS1,0.008383168104231644,1.12246065907597,0.17078386132126588,0.0033017922516116955,-1.12246065907597,0.17078386132126588
ENSG00000131686,CA6,0.09796330727516406,3.4096233358026558,0.0000000000000008876484042590502,0.008584659854190409,-3.4096233358026558,0.0000000000000008876484042590502
ENSG00000197241,SLC2A7,0.0016766336208463286,-0.047464342366343004,1,0.0013207169006446782,0.047464342366343004,1
ENSG00000142583,SLC2A5,0.006946053572077647,-0.01504286467396554,1,0.006603584503223391,0.01504286467396554,1
ENSG00000180758,GPR157,0.045029588674158544,-0.8071500130326328,0.01678005351676089,0.07858265558835835,0.8071500130326328,0.016780053516760905
ENSG00000228526,MIR34AHG,0.0023951908869233266,0.4119672762709552,0.9448892355251136,0.0013207169006446782,-0.4119672762709552,0.9448892355251136
ENSG00000234546,LNCTAM34A,0.000718557266076998,-0.46250184164518693,1,0.0006603584503223391,0.46250184164518693,1
ENSG00000049239,H6PD,0.11281349077408868,-0.8881978224227525,0.0013756355402133652,0.20867327030185917,0.8881978224227525,0.0013756355402133652
ENSG00000171621,SPSB1,0.01628729803107862,0.32409452024562047,0.9279898812261166,0.012546810556124444,-0.32409452024562047,0.9279898812261166
ENSG00000284693,LINC02606,0.000718557266076998,-1.7844299365325487,0.20593523427932897,0.0026414338012893564,1.7844299365325487,0.20593523427932897
ENSG00000171612,SLC25A33,0.2776026237944136,-1.7714370980875884,0.000000000000172195937260625,0.9482747346628789,1.7714370980875884,0.00000000000017219593726065926
ENSG00000188807,TMEM201,0.013652588055462963,-0.18948334723877025,0.9182417970596483,0.0151882443574138,0.18948334723877025,0.9182417970596483
ENSG00000171608,PIK3CD,1.2256191768386662,-0.5731572564182317,0.03925311967524909,1.8239100397903005,0.5731572564182317,0.03925311967524909
ENSG00000179840,PIK3CD-AS1,0.002155671798230994,-0.7255362474789795,0.7922227062135906,0.0033017922516116955,0.7255362474789795,0.7922227062135906
