Feature,Normalized.Dispersion
ENSMUSG00000033569,-1.3109040121080595
ENSMUSG00000048411,3.2749235828071215
ENSMUSG00000053185,0.017509403884658315
ENSMUSG00000048874,-0.2353084740484851
ENSMUSG00000026064,2.727571305613423
ENSMUSG00000117310,3.6673084769497057
ENSMUSG00000086727,-0.460616635561799
ENSMUSG00000100237,NaN
ENSMUSG00000100910,NaN
ENSMUSG00000050217,NaN
ENSMUSG00000026058,1.4943376083491589
ENSMUSG00000091318,-0.4684303848607823
ENSMUSG00000102917,0.7092466223250526
ENSMUSG00000026134,-0.2740167050689932
ENSMUSG00000004768,-0.41747385629538547
ENSMUSG00000042215,-1.5465877062336786
ENSMUSG00000042197,-0.4031890053119807
ENSMUSG00000042182,-1.463982637908812
ENSMUSG00000026131,-1.13965790561695
ENSMUSG00000096992,0.40117185681816186
ENSMUSG00000102336,-0.09053140088628264
ENSMUSG00000042111,-0.29590848985016477
ENSMUSG00000101711,2.1244712317684313
ENSMUSG00000026127,-0.4622439294100786
ENSMUSG00000026126,5.48005992128604
ENSMUSG00000100280,4.270020538317779
ENSMUSG00000101223,NaN
ENSMUSG00000026124,NaN
ENSMUSG00000037529,NaN
ENSMUSG00000045815,NaN
ENSMUSG00000045174,-1.4538551591744369
ENSMUSG00000037509,1.7750724335833186
ENSMUSG00000104002,-0.40759232090278796
ENSMUSG00000037503,-0.7964544351534666
ENSMUSG00000026123,0.20971968933049612
ENSMUSG00000104417,-1.8840923695177274
ENSMUSG00000101714,NaN
ENSMUSG00000102531,1.857825144946265
ENSMUSG00000103708,NaN
ENSMUSG00000045216,0.31625508226756377
ENSMUSG00000102202,-1.10757392035739
ENSMUSG00000037470,-0.5060618733238754
ENSMUSG00000047180,4.955939796679705
ENSMUSG00000037447,3.04188031429713
ENSMUSG00000102762,0.30477278681760545
ENSMUSG00000010453,-0.6956409691579679
ENSMUSG00000037432,0.04803720340994477
ENSMUSG00000001143,-1.1643773084922493
ENSMUSG00000037408,-0.5150193956832859
ENSMUSG00000001138,-1.1539696986695396
ENSMUSG00000102845,-0.9905255003631935
ENSMUSG00000067653,1.5360727029167178
ENSMUSG00000079610,1.4779508877309866
ENSMUSG00000026121,0.905690208637032
ENSMUSG00000087589,1.1140695406179895
ENSMUSG00000046337,2.8288282303879626
ENSMUSG00000061518,3.75276848212068
ENSMUSG00000037351,-1.5505124933814114
ENSMUSG00000102416,-1.610252962457486
ENSMUSG00000104237,-1.9706129224238143
ENSMUSG00000026117,0.8309090228301705
ENSMUSG00000026116,-1.3728137913648755
ENSMUSG00000102930,-1.0965555096601005
ENSMUSG00000050122,0.8705393923788606
ENSMUSG00000103603,-1.7584095993680209
ENSMUSG00000026114,0.8973738278523331
ENSMUSG00000026113,-2.289368848828931
ENSMUSG00000086064,-0.8789004546062626
ENSMUSG00000026112,0.28564849409727777
ENSMUSG00000026111,1.9654348594760729
ENSMUSG00000026110,6.2387683530286235
ENSMUSG00000026090,-1.498343509017363
ENSMUSG00000089767,-1.0900634961628
ENSMUSG00000060771,-0.7895506736235981
ENSMUSG00000097268,-1.727818731558248
ENSMUSG00000037216,0.07351987481931085
ENSMUSG00000026088,0.7484777784246708
ENSMUSG00000026087,3.7310985579984073
ENSMUSG00000087374,-0.4011127010419032
ENSMUSG00000058407,1.0871324722914188
ENSMUSG00000026083,-0.12741156001945902
ENSMUSG00000026082,-1.3608466199709102
ENSMUSG00000103804,4.730251960101997
ENSMUSG00000102716,0.02846153245709372
ENSMUSG00000037138,-0.2758075015149169
ENSMUSG00000085391,-0.3012922959136137
ENSMUSG00000085280,-0.7146804411760518
ENSMUSG00000087131,-2.498958819912477
ENSMUSG00000048814,-1.7432398113966427
ENSMUSG00000026080,-1.1390509268107594
ENSMUSG00000103647,0.804964708168969
ENSMUSG00000067604,NaN
ENSMUSG00000026078,-0.5113402370342676
ENSMUSG00000104188,NaN
ENSMUSG00000026077,-0.08987603623808156
ENSMUSG00000073702,2.3557994433866796
ENSMUSG00000003134,-0.4432506523306554
ENSMUSG00000003135,0.3743055632082029
ENSMUSG00000085894,1.2608295395804732
ENSMUSG00000048234,-1.5178493011155385
ENSMUSG00000050967,-0.9497393939930968
ENSMUSG00000097083,0.787482124907217
ENSMUSG00000057173,-0.27362420542898247
ENSMUSG00000101634,1.071947753119969
ENSMUSG00000026074,2.4544345724097374
ENSMUSG00000026073,-0.95522427998271
ENSMUSG00000097899,-1.3926527494759864
ENSMUSG00000026072,1.5085933870162973
ENSMUSG00000070942,1.7414397621527098
ENSMUSG00000026069,3.046741258748849
ENSMUSG00000026070,11.285554272394426
ENSMUSG00000026068,NaN
ENSMUSG00000026065,0.2573309081108746
ENSMUSG00000026062,0.6799474341226649
ENSMUSG00000103679,0.0580128635602841
ENSMUSG00000103270,-1.2080757564314393
ENSMUSG00000041945,-0.24262622769000908
ENSMUSG00000079588,NaN
ENSMUSG00000100832,5.089184796235112
ENSMUSG00000053640,NaN
ENSMUSG00000101299,-0.8496037515093737
ENSMUSG00000100180,-0.3786608973738939
ENSMUSG00000060424,0.723474897047562
ENSMUSG00000093436,-0.03727666871997823
ENSMUSG00000045515,0.6704596335310041
ENSMUSG00000097063,1.8075022229048219
ENSMUSG00000099784,-1.064060195672993
ENSMUSG00000060679,-1.1153064767334748
ENSMUSG00000041907,-2.465001358027877
ENSMUSG00000070939,0.12219046497781898
ENSMUSG00000100269,1.8440748236033142
ENSMUSG00000041878,-0.4509250407913975
ENSMUSG00000010290,-0.08531475183962271
ENSMUSG00000008136,-1.7541277495367944
ENSMUSG00000099576,NaN
ENSMUSG00000066877,-1.4219428401830816
ENSMUSG00000026051,13.415894105963407
ENSMUSG00000100764,-1.2996347918048332
ENSMUSG00000100635,NaN
ENSMUSG00000100480,-0.13215190469398838
ENSMUSG00000057363,-1.79209770598074
ENSMUSG00000041763,-0.49452492691794775
ENSMUSG00000047343,0.18861665103464217
ENSMUSG00000091844,2.113626073545703
ENSMUSG00000026049,1.0875699902974345
ENSMUSG00000026047,0.20534673846405824
ENSMUSG00000041684,-1.3552458340161506
ENSMUSG00000026048,0.4418386881470955
ENSMUSG00000046828,NaN
ENSMUSG00000056870,3.9580840088882074
ENSMUSG00000101701,NaN
ENSMUSG00000026043,1.2670769661636372
ENSMUSG00000026042,1.5655894968321982
ENSMUSG00000025995,-0.3334285815864683
ENSMUSG00000025993,4.009516836580037
ENSMUSG00000041144,0.7107189712448279
ENSMUSG00000101337,-1.5682578816104205
ENSMUSG00000025986,0.9083307743239295
ENSMUSG00000100213,-0.09786306949275633
ENSMUSG00000101447,-1.2911497954814464
ENSMUSG00000051616,0.4409917129850369
ENSMUSG00000099608,-0.26575847306393346
ENSMUSG00000026109,3.524169250461406
ENSMUSG00000100671,6.819760170491993
ENSMUSG00000101242,2.2254471329892396
ENSMUSG00000099924,3.7007829394580836
ENSMUSG00000099625,1.6305571616204246
ENSMUSG00000101799,2.9871084396439436
ENSMUSG00000045954,2.11820430600678
ENSMUSG00000026107,-0.8042532766928315
ENSMUSG00000099413,-0.6262881402102729
ENSMUSG00000101741,-0.7949944956870447
ENSMUSG00000018417,0.03963954425643638
ENSMUSG00000101724,-0.29717110686944254
ENSMUSG00000100313,-0.7259223657177681
ENSMUSG00000062939,0.43323518382331044
ENSMUSG00000109599,-0.7285542219901782
ENSMUSG00000026104,1.772437215473231
ENSMUSG00000026103,-1.4212926247463107
ENSMUSG00000002881,-0.22860189830208466
ENSMUSG00000100120,-0.44396924026003326
ENSMUSG00000099878,NaN
ENSMUSG00000043015,0.30769790520139423
ENSMUSG00000041439,0.7681744511901929
ENSMUSG00000100302,-1.1116465041592853
ENSMUSG00000026102,-0.5107085082677638
ENSMUSG00000041426,-0.07904904420085587
ENSMUSG00000043629,-1.4107962106716354
ENSMUSG00000026100,-1.0801520573520662
ENSMUSG00000060715,-0.8657680974513602
ENSMUSG00000026098,0.5541986880858135
ENSMUSG00000100763,2.7963811052658074
ENSMUSG00000026097,0.5139270166895464
ENSMUSG00000026096,-1.3053166949295505
ENSMUSG00000026095,0.2438148204612731
ENSMUSG00000096141,-1
ENSMUSG00000026094,2.554516953816692
ENSMUSG00000042807,-0.9226386286956134
ENSMUSG00000025983,-1.4399952081208356
ENSMUSG00000041303,-1.4570336499667007
ENSMUSG00000109809,3.7412730122099513
ENSMUSG00000073678,-0.8048644748601934
ENSMUSG00000052331,8.998785804158087
ENSMUSG00000101674,6.321585832091447
ENSMUSG00000025982,-0.6931699597416835
ENSMUSG00000025981,0.18574220074010908
ENSMUSG00000025980,3.7348560949141634
ENSMUSG00000073676,1.75003552682589
ENSMUSG00000025979,0.4711458572875358
ENSMUSG00000025978,3.24906392254408
ENSMUSG00000097649,5.035552354605166
ENSMUSG00000046994,-0.7992350170186928
ENSMUSG00000025977,1.1548849353066366
ENSMUSG00000038349,4.975903658547419
ENSMUSG00000099950,-1.3862247337668085
ENSMUSG00000038331,0.7433345760854717
ENSMUSG00000087022,-0.49595989509645516
ENSMUSG00000101429,3.0756116013497032
ENSMUSG00000097519,NaN
ENSMUSG00000038323,0.31461901262360364
ENSMUSG00000048495,-0.5681835535342245
ENSMUSG00000025971,1.5656361348629066
ENSMUSG00000038305,-1.7271289227893496
ENSMUSG00000091283,2.0357771416188473
ENSMUSG00000054770,-0.18338291580014804
ENSMUSG00000026039,-0.7917231093328033
ENSMUSG00000063558,1.5239693373869396
ENSMUSG00000064294,10.526732185839432
ENSMUSG00000038242,-1.4293296544030163
ENSMUSG00000089822,0.999598277250978
ENSMUSG00000079554,-0.7857801698954548
ENSMUSG00000051223,1.5860385524700047
ENSMUSG00000026034,-0.33141877416119603
ENSMUSG00000026035,-1.0489051666972695
ENSMUSG00000026036,0.32602756185130977
ENSMUSG00000026037,-1.4544558585079008
ENSMUSG00000085054,-1.0868656355325532
ENSMUSG00000038174,-0.8766963411322078
ENSMUSG00000026032,1.3309299896383917
ENSMUSG00000047528,0.42174877715711956
ENSMUSG00000026031,7.286682391401345
ENSMUSG00000026029,6.109478879744639
ENSMUSG00000026028,-1.4983223304082613
ENSMUSG00000026027,-1.3924926416071517
ENSMUSG00000072295,-0.5792285996658849
ENSMUSG00000099752,-0.30569705379215234
ENSMUSG00000038079,0.8219303275877118
ENSMUSG00000097573,1.138541918495855
ENSMUSG00000079550,-1.0995706106125938
ENSMUSG00000101586,0.936752410657865
ENSMUSG00000026024,0.6372082387417294
ENSMUSG00000026023,0.16393560788111813
ENSMUSG00000041075,1.5192484654016216
ENSMUSG00000047361,8.938283910426966
ENSMUSG00000099811,1.1029509057749116
ENSMUSG00000026021,-0.4034898043911572
ENSMUSG00000026020,-1.7969500925142115
ENSMUSG00000067336,-0.6753793798876635
ENSMUSG00000041040,0.44112835559400987
ENSMUSG00000026018,-2.269863727703816
ENSMUSG00000026019,-0.6584311477600154
ENSMUSG00000026017,-1.2235469165769857
ENSMUSG00000073664,0.03694423233109539
ENSMUSG00000049439,3.3949494210030844
ENSMUSG00000026782,-1.3840500345511433
ENSMUSG00000026014,-0.49113732659003856
ENSMUSG00000026012,0.6734805690722966
ENSMUSG00000085965,NaN
ENSMUSG00000026011,2.388389517659073
ENSMUSG00000026009,2.8546510009587545
ENSMUSG00000100893,NaN
ENSMUSG00000085248,NaN
ENSMUSG00000085447,0.2462882698866614
ENSMUSG00000086408,-1.2195959937847358
ENSMUSG00000100965,NaN
ENSMUSG00000086009,-0.809106651732828
ENSMUSG00000052062,6.455263607883446
ENSMUSG00000085842,2.0325212006318787
ENSMUSG00000085019,-16.71039595680084
ENSMUSG00000085400,0.48692288553355395
ENSMUSG00000100750,NaN
ENSMUSG00000025969,1.5422777941522818
ENSMUSG00000100811,1.6177066343414668
ENSMUSG00000100426,0.2870992354183903
ENSMUSG00000040865,-0.22278928423373698
ENSMUSG00000084799,0.10682471730061384
ENSMUSG00000101599,0.515584847084334
ENSMUSG00000025968,-0.8381709959110175
ENSMUSG00000025967,2.698041889068705
ENSMUSG00000046856,-0.0825963812963699
ENSMUSG00000086730,-0.39279868308013866
ENSMUSG00000087561,-0.9838673619457914
ENSMUSG00000027520,-1.710595705986516
ENSMUSG00000025964,-0.6605099925623027
ENSMUSG00000115378,0.024161701428503633
ENSMUSG00000069085,-0.29435379768199504
ENSMUSG00000025963,-0.4801167086335513
ENSMUSG00000025962,-0.22516737986437982
ENSMUSG00000025961,-1.010378678517467
ENSMUSG00000044689,-1.272653216749251
ENSMUSG00000025959,1.5002831856779144
ENSMUSG00000086836,-0.5666063950758993
ENSMUSG00000101895,3.2641014190628512
ENSMUSG00000025958,-0.1604313203081612
ENSMUSG00000025956,0.04196261135661508
ENSMUSG00000101832,0.524494885311019
ENSMUSG00000100437,-0.022912383946914697
ENSMUSG00000087213,-1.1692157840946487
ENSMUSG00000070871,-0.3847602876088543
ENSMUSG00000045005,2.1977733804948425
ENSMUSG00000051344,-0.23437408020866285
ENSMUSG00000025955,NaN
ENSMUSG00000044429,-2.0259661824384128
ENSMUSG00000044816,-1.1137178553745029
ENSMUSG00000025950,0.6613636952950186
ENSMUSG00000025949,-0.6772899262294174
ENSMUSG00000025946,-1.5983838068115754
ENSMUSG00000025945,NaN
ENSMUSG00000015222,-1.3432898843132643
ENSMUSG00000073656,-0.6047231780772439
ENSMUSG00000055567,-1.4221725274899752
ENSMUSG00000026005,-1.5696233860410314
ENSMUSG00000026004,0.5901708306864166
ENSMUSG00000026003,3.206794592828216
ENSMUSG00000061816,-1.0842786595563454
ENSMUSG00000026000,-1.4926506826700137
ENSMUSG00000025991,1.0158265935129807
ENSMUSG00000086204,-0.20196916588408215
ENSMUSG00000085075,NaN
ENSMUSG00000062209,7.541478908392415
ENSMUSG00000087514,-0.4059993098877555
ENSMUSG00000099804,NaN
ENSMUSG00000100354,3.317821307796972
ENSMUSG00000101156,2.8109669843418086
ENSMUSG00000025997,4.949159486995247
ENSMUSG00000100815,NaN
ENSMUSG00000099954,0.4107130125461041
ENSMUSG00000053153,12.639130897501927
ENSMUSG00000045648,7.833457993424935
ENSMUSG00000026196,2.3790775602299017
ENSMUSG00000050296,0
ENSMUSG00000026192,0.5758131581885307
ENSMUSG00000026193,11.913924033062884
ENSMUSG00000073652,NaN
ENSMUSG00000101211,NaN
ENSMUSG00000101848,NaN
ENSMUSG00000101764,1.16597757352362
ENSMUSG00000102123,2.5272358798285395
ENSMUSG00000039395,-0.34202871068868934
ENSMUSG00000026189,1.0123331188797238
ENSMUSG00000026188,-1.6797520878897352
ENSMUSG00000026187,-0.23977564435179208
ENSMUSG00000039372,-2.069662531120554
ENSMUSG00000039354,-0.1280695123886267
ENSMUSG00000110712,1.841603614816478
ENSMUSG00000039342,-0.3202242423378246
ENSMUSG00000046330,1.8499110189634071
ENSMUSG00000039323,5.530748052770202
ENSMUSG00000026185,81.79513857899799
ENSMUSG00000101968,1.0973626233828668
ENSMUSG00000101112,2.225279586645249
ENSMUSG00000100429,NaN
ENSMUSG00000100301,0.9570743922269602
ENSMUSG00000055322,4.784817388321988
ENSMUSG00000061815,-0.08348933757008646
ENSMUSG00000026180,-0.6910828039045259
ENSMUSG00000048480,NaN
ENSMUSG00000006304,1.0604228834346887
ENSMUSG00000006299,2.2698994739630174
ENSMUSG00000026179,0.3195192917271909
ENSMUSG00000006301,6.273655835623816
ENSMUSG00000099931,-0.31760894464536105
ENSMUSG00000073650,0.20942797135207852
ENSMUSG00000026177,3.2224443193090226
ENSMUSG00000026176,2.572405077742036
ENSMUSG00000026175,-0.8959304967582888
ENSMUSG00000033364,-0.7759610456853818
ENSMUSG00000026174,-0.9140790399067076
ENSMUSG00000026173,2.7067636287565113
ENSMUSG00000026135,-0.4699703106636291
ENSMUSG00000026172,-1.6291495958310287
ENSMUSG00000026171,-1.6130627805892028
ENSMUSG00000033276,0.16654339808252008
ENSMUSG00000033257,-0.38620371675558446
ENSMUSG00000026170,7.282347036945559
ENSMUSG00000006542,2.055330882988068
ENSMUSG00000033227,-0.48816524333029804
ENSMUSG00000026167,-0.008328561090885629
ENSMUSG00000089964,-0.4696095585711684
ENSMUSG00000090071,0.7315243664519
ENSMUSG00000006546,0.1591842627798131
ENSMUSG00000047021,-0.5012246616908935
ENSMUSG00000089653,NaN
ENSMUSG00000006538,NaN
ENSMUSG00000026162,0.1442586452565893
ENSMUSG00000026205,-0.8760584904528129
ENSMUSG00000033159,-0.6587143831286664
ENSMUSG00000049339,0.6765753705510378
ENSMUSG00000026197,0.1803955141652443
ENSMUSG00000026198,-1.0921324427888337
ENSMUSG00000033124,-0.8816572146452122
ENSMUSG00000026199,-0.8169218876889065
ENSMUSG00000026200,-0.9975602761248286
ENSMUSG00000026201,0.37179042007690605
ENSMUSG00000026202,3.109249619568105
ENSMUSG00000096094,-1.090596624086826
ENSMUSG00000026203,4.9177508400244845
ENSMUSG00000026204,-1.0182822890602652
ENSMUSG00000101840,-2.1628762864767177
ENSMUSG00000033061,1.395524972122733
ENSMUSG00000100556,0.5763682648993443
ENSMUSG00000026209,0.9952158744896693
ENSMUSG00000026208,1.6855503799246623
ENSMUSG00000085653,-0.4764269091309968
ENSMUSG00000026207,-1.7581758906613112
ENSMUSG00000086053,-0.9943451401547438
ENSMUSG00000033021,-0.7290013911011122
ENSMUSG00000033007,-1.1287755033679827
ENSMUSG00000032997,0.28345826123833956
ENSMUSG00000026211,-1.3580627037511461
ENSMUSG00000051703,-0.5303442787310089
ENSMUSG00000032968,-2.3552893829063155
ENSMUSG00000026213,-0.23335026929570057
ENSMUSG00000006576,-1.1776071947989248
ENSMUSG00000100827,-1.1412888989148593
ENSMUSG00000100553,-1.5260565162728519
ENSMUSG00000100534,6.078244570993483
ENSMUSG00000026235,-0.05053482221178552
ENSMUSG00000032908,-1.182594675816296
ENSMUSG00000099561,-1.8725044086130929
ENSMUSG00000026245,-0.4500624506592561
ENSMUSG00000090486,-1.3549099847749309
ENSMUSG00000012187,0.8073439900308176
ENSMUSG00000099364,-0.7273020495608136
ENSMUSG00000100562,NaN
ENSMUSG00000032883,4.108669427587873
ENSMUSG00000079470,1.2069100439375045
ENSMUSG00000099706,-0.16797970914773408
ENSMUSG00000047330,4.563582053519824
ENSMUSG00000050711,2.7093691061416703
ENSMUSG00000054702,-2.188411094675535
ENSMUSG00000073643,-0.8034952374994074
ENSMUSG00000026248,0.16521873187842903
ENSMUSG00000026249,2.468660399640546
ENSMUSG00000099552,NaN
ENSMUSG00000101257,NaN
ENSMUSG00000004364,-0.8604660785379364
ENSMUSG00000101483,NaN
ENSMUSG00000038608,4.834038716448309
ENSMUSG00000054976,0.6251851692905018
ENSMUSG00000055980,0.05750772597970548
ENSMUSG00000022591,0.5677527503620822
ENSMUSG00000026142,2.9123783431415267
ENSMUSG00000100786,2.1919801962868393
ENSMUSG00000067158,1.28986338497642
ENSMUSG00000079465,0.9945953380172101
ENSMUSG00000097564,0.9676406422703131
ENSMUSG00000026150,0.07497691856699568
ENSMUSG00000101450,0.8385899999431624
ENSMUSG00000026149,-0.3344961197090598
ENSMUSG00000026159,-0.9152143382648721
ENSMUSG00000113880,-0.5781323680601392
ENSMUSG00000113973,NaN
ENSMUSG00000038496,0.5075510080553611
ENSMUSG00000113267,NaN
ENSMUSG00000101315,11.692021185642721
ENSMUSG00000053161,2.1611383372083437
ENSMUSG00000026163,0.8454646683378975
ENSMUSG00000100580,-1.054504803636026
ENSMUSG00000045658,2.5812691291596357
ENSMUSG00000036766,2.084043154429046
ENSMUSG00000026219,-0.6600509295639443
ENSMUSG00000073633,2.3441781475629635
ENSMUSG00000026220,-2.0646685944659295
ENSMUSG00000052477,0.6671601756095543
ENSMUSG00000089844,3.907310879116983
ENSMUSG00000072109,0.008392984008304105
ENSMUSG00000089714,NaN
ENSMUSG00000094127,NaN
ENSMUSG00000070034,3.5751279743709445
ENSMUSG00000070031,2.554682646735851
ENSMUSG00000073628,2.2067652816212378
ENSMUSG00000026222,5.2438042891339425
ENSMUSG00000052760,6.4980327434657905
ENSMUSG00000100217,NaN
ENSMUSG00000036707,-0.3478066237347925
ENSMUSG00000026223,1.5507217731756422
ENSMUSG00000026224,-1.1738516684044258
ENSMUSG00000099767,-0.0032392167204440617
ENSMUSG00000049608,-1.0395687687482265
ENSMUSG00000100108,1.5935092394928745
ENSMUSG00000026226,0.7080357159560238
ENSMUSG00000026227,1.583810665323147
ENSMUSG00000026229,0.2662426464759602
ENSMUSG00000026228,-1.4115194278794754
ENSMUSG00000062590,-1.835917355536121
ENSMUSG00000087538,-1.0850600899094738
ENSMUSG00000079445,0.8600987435919251
ENSMUSG00000099644,NaN
ENSMUSG00000026234,1.5262665593196538
ENSMUSG00000073627,-1.5714040202012487
ENSMUSG00000026237,-0.14596076001049568
ENSMUSG00000026238,3.97721156029016
ENSMUSG00000026239,0.2723936772303864
ENSMUSG00000026240,-1.5020590895243358
ENSMUSG00000026241,1.233865777766619
ENSMUSG00000053333,0.2707225238054606
ENSMUSG00000100768,-1.549666671475604
ENSMUSG00000099401,0.23162812657118628
ENSMUSG00000101625,NaN
ENSMUSG00000099839,-1.100679404052112
ENSMUSG00000026247,-0.28898053961307457
ENSMUSG00000036480,4.563762599666522
ENSMUSG00000026251,NaN
ENSMUSG00000026253,0.6503815361265631
ENSMUSG00000026254,0.2392935052038026
ENSMUSG00000026255,7.3817014553910525
ENSMUSG00000048000,-1.1473986014540363
ENSMUSG00000079436,1.10911663657655
ENSMUSG00000026258,-0.5417137218665192
ENSMUSG00000026259,-1.2222022455644623
ENSMUSG00000079434,-2.638461870778351
ENSMUSG00000026288,33.775316554116905
ENSMUSG00000026289,-1.5505791601884942
ENSMUSG00000056055,-1.335866798078759
ENSMUSG00000070738,2.459795280808489
ENSMUSG00000101942,NaN
ENSMUSG00000005501,-0.4739273937205194
ENSMUSG00000090165,NaN
ENSMUSG00000092220,9.593523135077334
ENSMUSG00000090124,4.451919109040787
ENSMUSG00000054545,1.7983640250864381
ENSMUSG00000089943,NaN
ENSMUSG00000081984,-1.1627118695756742
ENSMUSG00000079429,0.38086525311484093
ENSMUSG00000044783,1.070351554300354
ENSMUSG00000036251,-0.9097052823771268
ENSMUSG00000099553,4.338855125553046
ENSMUSG00000100908,0.21587220254847939
ENSMUSG00000062310,4.517529661463274
ENSMUSG00000100798,NaN
ENSMUSG00000049866,2.920845214985254
ENSMUSG00000036206,0.008526631460782043
ENSMUSG00000101288,-1.0158377200173512
ENSMUSG00000099938,-1.4329219411858354
ENSMUSG00000055013,1.1567757065651174
ENSMUSG00000101662,NaN
ENSMUSG00000102009,0.8602662372217891
ENSMUSG00000092627,-0.6271996147751827
ENSMUSG00000067081,0.2356450986800839
ENSMUSG00000026301,7.2482129362141725
ENSMUSG00000044337,3.23358858730738
ENSMUSG00000101028,-1.001643000179809
ENSMUSG00000101997,NaN
ENSMUSG00000034432,0.13108644854841192
ENSMUSG00000048126,4.689356839199237
ENSMUSG00000026303,4.931230777295999
ENSMUSG00000026304,NaN
ENSMUSG00000100791,NaN
ENSMUSG00000026305,-1.5372564382560383
ENSMUSG00000070732,-1.3511379422601484
