Feature,Normalized.Dispersion
ENSMUSG00000087162,NaN
ENSMUSG00000027377,4.490451228676802
ENSMUSG00000027378,-1.269792679788953
ENSMUSG00000051319,1.6296561903976403
ENSMUSG00000027379,0.6992125913270225
ENSMUSG00000027380,1.1055522065892367
ENSMUSG00000027381,1.519506605179648
ENSMUSG00000074813,9.921478467086144
ENSMUSG00000085750,NaN
ENSMUSG00000079053,NaN
ENSMUSG00000114963,2.726022852941473
ENSMUSG00000109931,0.08929245942105864
ENSMUSG00000014355,-0.7950879524345126
ENSMUSG00000014361,18.626466804270336
ENSMUSG00000085036,1.462858673252912
ENSMUSG00000014353,-0.13786075218588453
ENSMUSG00000027386,1.9317994297082741
ENSMUSG00000027387,-1.6224600613778926
ENSMUSG00000087267,-0.7283827524715714
ENSMUSG00000074807,-0.4272494126561469
ENSMUSG00000042851,-0.6805915197088206
ENSMUSG00000090248,1.2951689348608313
ENSMUSG00000079051,-1.417843787301746
ENSMUSG00000087151,-0.8452342345664737
ENSMUSG00000027394,-1.3408475283889474
ENSMUSG00000027395,-0.09210241397552352
ENSMUSG00000037938,2.309557075208654
ENSMUSG00000084826,2.0280502324992904
ENSMUSG00000086652,-0.9781046729392088
ENSMUSG00000027397,-0.8487482480115625
ENSMUSG00000087528,-0.5917311062309345
ENSMUSG00000056738,0.08111335366164552
ENSMUSG00000085485,6.424091454416333
ENSMUSG00000048327,-0.8644103659854813
ENSMUSG00000085498,1.1510378698390455
ENSMUSG00000027399,2.658580824677563
ENSMUSG00000027398,16.835931435650846
ENSMUSG00000074805,-2.257485006152198
ENSMUSG00000043727,1.4803176947928598
ENSMUSG00000087015,NaN
ENSMUSG00000037902,3.357716407401161
ENSMUSG00000027400,0.2405006148942556
ENSMUSG00000037885,-1.071415888816196
ENSMUSG00000100255,0.8304670827790956
ENSMUSG00000027401,-0.917984523681553
ENSMUSG00000027403,-1.1372531454757802
ENSMUSG00000027404,1.089864029016586
ENSMUSG00000060332,-1.2915376308609121
ENSMUSG00000027405,-1.288304709376522
ENSMUSG00000027406,-0.9767955051326688
ENSMUSG00000053552,-1.1053932015696843
ENSMUSG00000027408,-0.345831039999439
ENSMUSG00000027409,NaN
ENSMUSG00000049692,-0.09470030240884408
ENSMUSG00000037773,-0.8111787387116648
ENSMUSG00000027411,-1.1720722067302416
ENSMUSG00000027303,1.5285700457408888
ENSMUSG00000060029,1.41177863057177
ENSMUSG00000037740,-0.6065009369298612
ENSMUSG00000027301,2.984465820747995
ENSMUSG00000037727,267.6143930640959
ENSMUSG00000027300,-1.020653577332237
ENSMUSG00000079043,-0.6867140963104154
ENSMUSG00000037703,-1.8650403034420524
ENSMUSG00000068290,1.4440607664770242
ENSMUSG00000074797,-0.8449715364955086
ENSMUSG00000074796,0.745382952099514
ENSMUSG00000027309,-1.0105243971768338
ENSMUSG00000085566,-1.081067593410147
ENSMUSG00000027312,0.0050657123761682415
ENSMUSG00000027316,-1.355650000089084
ENSMUSG00000027318,1.0610984669602188
ENSMUSG00000027322,2.9050251081583345
ENSMUSG00000074793,-0.2695271311527449
ENSMUSG00000027327,0.9436178700205138
ENSMUSG00000087405,-0.008991987984261967
ENSMUSG00000027329,0.5195417048968445
ENSMUSG00000068267,0.4878501644633596
ENSMUSG00000027330,-1.197758478359515
ENSMUSG00000068264,0.3483214009273801
ENSMUSG00000037523,2.724726346359991
ENSMUSG00000037514,-0.4963280270689775
ENSMUSG00000048911,-0.808608392264485
ENSMUSG00000086329,NaN
ENSMUSG00000027333,2.9700920614839763
ENSMUSG00000027335,-1.5033208625469856
ENSMUSG00000087524,-1.2783201423350345
ENSMUSG00000086831,-1.0631161300075433
ENSMUSG00000086822,-0.3826930470766291
ENSMUSG00000079037,1.4226941600771807
ENSMUSG00000027338,-0.27513640871608
ENSMUSG00000027339,6.2070054529399
ENSMUSG00000027340,1.428369004220517
ENSMUSG00000086756,-0.8611527732228305
ENSMUSG00000027341,-0.26611594359775537
ENSMUSG00000027342,1.4815895547873732
ENSMUSG00000087377,0.5387678804862535
ENSMUSG00000058793,-0.1785641819371017
ENSMUSG00000050558,2.19525405665419
ENSMUSG00000027345,NaN
ENSMUSG00000086250,NaN
ENSMUSG00000086379,-1.3378612965535646
ENSMUSG00000027346,-0.6828262451198777
ENSMUSG00000074783,0.6653869580259487
ENSMUSG00000044991,0.21834265174057454
ENSMUSG00000084839,0.6641934895918625
ENSMUSG00000027350,0.8592328322501448
ENSMUSG00000037376,-1.1936528156573163
ENSMUSG00000027353,0.19930847618053885
ENSMUSG00000086575,-1.4925131896732864
ENSMUSG00000027357,0.676218235313744
ENSMUSG00000043110,-0.11497846654836409
ENSMUSG00000027356,-0.5248275495778832
ENSMUSG00000086478,NaN
ENSMUSG00000086650,NaN
ENSMUSG00000027358,2.108856194546805
ENSMUSG00000027261,-0.9772771110458053
ENSMUSG00000034723,-0.6821132476156652
ENSMUSG00000051177,-0.9305247012677781
ENSMUSG00000085247,-1.291393231122559
ENSMUSG00000085631,-0.7695394399466339
ENSMUSG00000084762,NaN
ENSMUSG00000039943,1.3626839832800957
ENSMUSG00000085908,NaN
ENSMUSG00000085709,0.00841728582157861
ENSMUSG00000086928,NaN
ENSMUSG00000027270,-0.2846273406273835
ENSMUSG00000039913,1.2220270970259361
ENSMUSG00000085383,-0.9622290421406703
ENSMUSG00000074771,-0.994292316451897
ENSMUSG00000027273,-1.439282031050405
ENSMUSG00000027274,0.46498186528440383
ENSMUSG00000027281,-1.151398835481983
ENSMUSG00000027276,0.9851032783824422
ENSMUSG00000085504,NaN
ENSMUSG00000085640,-0.6899705379352375
ENSMUSG00000062098,2.0950163009824094
ENSMUSG00000085911,-1.075402346688058
ENSMUSG00000085071,-1.5297751950487475
ENSMUSG00000039092,-0.9881579491398483
ENSMUSG00000074766,0.1845175959433776
ENSMUSG00000039033,-1.8495513719905687
ENSMUSG00000045624,0.41642740211397145
ENSMUSG00000078197,1.0797019021713736
ENSMUSG00000027384,-1.2430257696171856
ENSMUSG00000074764,-0.47884248194633716
ENSMUSG00000068205,-1.281367110907448
ENSMUSG00000051379,-1.3053970085404438
ENSMUSG00000074763,-1.0337899734001161
ENSMUSG00000086450,-1.6557034725553634
ENSMUSG00000038844,0.5283110666172133
ENSMUSG00000086504,2.099830238435267
ENSMUSG00000008333,0.45412073045217277
ENSMUSG00000086171,-2.392164728597179
ENSMUSG00000027419,-0.6511392368854527
ENSMUSG00000087115,-2.6643341778557716
ENSMUSG00000027420,4.046497065982348
ENSMUSG00000015932,2.0538197433894685
ENSMUSG00000027422,7.335675431117513
ENSMUSG00000037307,-1.1514452945503808
ENSMUSG00000086384,NaN
ENSMUSG00000074758,8.737044338591996
ENSMUSG00000085127,NaN
ENSMUSG00000027423,2.2540006877771424
ENSMUSG00000027424,2.2541350974815506
ENSMUSG00000037279,-2.130894015223682
ENSMUSG00000084837,-0.5324026933685171
ENSMUSG00000027425,-0.8199553862706885
ENSMUSG00000037259,-1.3641168807490618
ENSMUSG00000027427,-0.6843965901739203
ENSMUSG00000027428,0.44049559081583056
ENSMUSG00000027429,-0.7106236235462805
ENSMUSG00000074754,3.1348640579562224
ENSMUSG00000027430,-0.5463147967774764
ENSMUSG00000063873,3.158910329770168
ENSMUSG00000074753,-0.8029386327401745
ENSMUSG00000001768,7.954550424418048
ENSMUSG00000002728,-0.4537757832625162
ENSMUSG00000001767,0.06174048027630927
ENSMUSG00000037143,-0.29388209164889256
ENSMUSG00000068154,-0.7675168101832238
ENSMUSG00000037110,-0.4278717702763353
ENSMUSG00000085958,-0.3075237486363575
ENSMUSG00000087618,-0.9636786463461977
ENSMUSG00000074749,1.0832594093800942
ENSMUSG00000027433,-0.04115817684271634
ENSMUSG00000027434,2.8617938222989503
ENSMUSG00000086509,4.353054083543215
ENSMUSG00000053545,0.4174050479104424
ENSMUSG00000037034,NaN
ENSMUSG00000086141,-1.5010802009758195
ENSMUSG00000037014,-1.6545131411502967
ENSMUSG00000074743,2.1275187863073772
ENSMUSG00000027435,2.9164496883239632
ENSMUSG00000087678,2.7859882218279646
ENSMUSG00000036992,-0.538769869434735
ENSMUSG00000027439,-1.5572385251223173
ENSMUSG00000027438,0.24959234498457888
ENSMUSG00000055177,-0.08935942160866966
ENSMUSG00000027446,NaN
ENSMUSG00000027447,1.0591531768076332
ENSMUSG00000063507,NaN
ENSMUSG00000087029,1.292524676881415
ENSMUSG00000074737,0.4069464308900123
ENSMUSG00000074736,-0.7431279048180147
ENSMUSG00000068134,0.7800817330435182
ENSMUSG00000060336,-0.6238561148750479
ENSMUSG00000079008,0.27851122472481926
ENSMUSG00000063364,-0.2167553183986421
ENSMUSG00000095315,0.16635195908499056
ENSMUSG00000068130,-0.8821094331300018
ENSMUSG00000074731,NaN
ENSMUSG00000068129,3.941460981151659
ENSMUSG00000033096,0.17909488487131553
ENSMUSG00000086407,1.8088656748380605
ENSMUSG00000027452,5.181382808348842
ENSMUSG00000087406,0.6056067329743826
ENSMUSG00000033080,4.242621469015788
ENSMUSG00000086563,-0.040091765642196776
ENSMUSG00000033068,-1.3821440549460302
ENSMUSG00000033059,0.9626528171397922
ENSMUSG00000032046,1.4778749911299756
ENSMUSG00000027454,0.39476756229736404
ENSMUSG00000068115,-0.6988506483455974
ENSMUSG00000053916,0.5608811585191149
ENSMUSG00000067352,1.28643748982907
ENSMUSG00000087495,-0.600226328184004
ENSMUSG00000086659,NaN
ENSMUSG00000027455,0.9220770879264382
ENSMUSG00000087433,0.6282922428504657
ENSMUSG00000032966,0.574777374653883
ENSMUSG00000027456,1.7283125473082717
ENSMUSG00000027457,-1.8442463252567418
ENSMUSG00000074704,-1.266601224266751
ENSMUSG00000087035,-1.6158639464894928
ENSMUSG00000044364,-0.1713655917205622
ENSMUSG00000032869,-0.8679767907211777
ENSMUSG00000032852,NaN
ENSMUSG00000027460,0.9279259714534811
ENSMUSG00000027459,2.0732909781202067
ENSMUSG00000027463,NaN
ENSMUSG00000085946,1.6828622989614226
ENSMUSG00000060257,-1.951113570568361
ENSMUSG00000032802,-0.6420515503776438
ENSMUSG00000068079,-1.3267710762202272
ENSMUSG00000074698,-0.0004405994921200606
ENSMUSG00000027465,-1.3764879707848612
ENSMUSG00000027466,-0.1938138870962666
ENSMUSG00000032715,-1.2371047339692858
ENSMUSG00000068062,-2.065272715951527
ENSMUSG00000059361,0.7110455730711229
ENSMUSG00000051817,-2.0424516103793415
ENSMUSG00000074682,1.1359787500743557
ENSMUSG00000032680,-0.35503380022729597
ENSMUSG00000074681,1.560175558718413
ENSMUSG00000084935,NaN
ENSMUSG00000050645,NaN
ENSMUSG00000044863,NaN
ENSMUSG00000000359,3.353989191440528
ENSMUSG00000087148,4.855031898617425
ENSMUSG00000019188,0.1552481113663989
ENSMUSG00000042814,-0.005478509558370505
ENSMUSG00000042745,7.95828552675982
ENSMUSG00000009876,1.50220696506597
ENSMUSG00000007659,3.987436708743448
ENSMUSG00000027469,1.100699630384221
ENSMUSG00000027470,NaN
ENSMUSG00000074676,3.189158295383879
ENSMUSG00000042662,4.264157391117075
ENSMUSG00000074673,1.025453373117216
ENSMUSG00000027472,-1.2792240180819954
ENSMUSG00000042631,-1.5021541647614836
ENSMUSG00000027474,1.4828970110530804
ENSMUSG00000003283,8.147940169986612
ENSMUSG00000068040,-0.36527658677455127
ENSMUSG00000074671,0.11585252278109359
ENSMUSG00000051413,-0.6725401526044976
ENSMUSG00000046020,-0.19345627171339416
ENSMUSG00000027475,-0.5665031451088531
ENSMUSG00000073236,0.12406004832022212
ENSMUSG00000042548,-0.2144363369560142
ENSMUSG00000061411,-1.6845758591184383
ENSMUSG00000079001,-1.3013651698105484
ENSMUSG00000056941,0.03470902119356307
ENSMUSG00000027478,1.0684023563706113
ENSMUSG00000082079,1.7395015051435758
ENSMUSG00000027479,1.3163914550199058
ENSMUSG00000044083,-0.23432049223794055
ENSMUSG00000068008,NaN
ENSMUSG00000074665,NaN
ENSMUSG00000078998,NaN
ENSMUSG00000027485,7.3183173427369
ENSMUSG00000038572,-0.7876662979497187
ENSMUSG00000067998,0.05481994576304847
ENSMUSG00000067996,-1.150570730096807
ENSMUSG00000027487,-1.4230817933984745
ENSMUSG00000027488,0.29731932277566386
ENSMUSG00000038533,-1.2227015914315997
ENSMUSG00000027489,-1.247775923210659
ENSMUSG00000038523,-1.8580522606079088
ENSMUSG00000078129,NaN
ENSMUSG00000027490,-1.1125417384640413
ENSMUSG00000000876,-1.4520346300902676
ENSMUSG00000097602,NaN
ENSMUSG00000059842,-0.9729935359368447
ENSMUSG00000085483,-1.0304091601703667
ENSMUSG00000038467,1.2554998877119343
ENSMUSG00000085691,NaN
ENSMUSG00000098640,NaN
ENSMUSG00000027593,2.7024351341142934
ENSMUSG00000027596,-0.31858024590008466
ENSMUSG00000074656,1.7490950566523467
ENSMUSG00000027597,0.16869693480069486
ENSMUSG00000109877,-0.7390293096680364
ENSMUSG00000027598,1.074471039072755
ENSMUSG00000047459,1.7428786152520699
ENSMUSG00000027602,1.3942966370906609
ENSMUSG00000038383,0.1009771107787272
ENSMUSG00000038375,-0.6100244304716901
ENSMUSG00000038369,-0.6845781036694287
ENSMUSG00000027603,-1.3133297281377994
ENSMUSG00000027605,0.12898011271860998
ENSMUSG00000086529,0.11038801927999764
ENSMUSG00000027610,0.8804176374655808
ENSMUSG00000085317,2.209474662356609
ENSMUSG00000085010,-1.8016153892089302
ENSMUSG00000074652,-1.023374757800846
ENSMUSG00000038324,1.270095585843669
ENSMUSG00000038312,1.3808912549077283
ENSMUSG00000027611,3.373816159096498
ENSMUSG00000027612,-3.0609044110997576
ENSMUSG00000074649,1.2773372963105856
ENSMUSG00000027613,2.2453267526166276
ENSMUSG00000086754,1.3848894221580716
ENSMUSG00000074647,NaN
ENSMUSG00000005882,-0.752093943846929
ENSMUSG00000038259,NaN
ENSMUSG00000038241,-0.37979525886772597
ENSMUSG00000074646,-0.2720515947444676
ENSMUSG00000005881,0.5325725024768259
ENSMUSG00000013338,3.529131783061628
ENSMUSG00000038180,-1.3900398444937816
ENSMUSG00000074643,-0.2976206072247305
ENSMUSG00000027618,-0.30215078881355295
ENSMUSG00000067847,2.185602989725339
ENSMUSG00000027620,-1.645153011350461
ENSMUSG00000038116,1.0774323299531938
ENSMUSG00000046229,2.381067531299604
ENSMUSG00000038085,-0.5927091756584337
ENSMUSG00000085546,-1.3443711738730577
ENSMUSG00000102869,2.7221997875138766
ENSMUSG00000027624,-1.725300702848178
ENSMUSG00000086872,-0.9155373771268374
ENSMUSG00000085524,-0.8929141384765668
ENSMUSG00000027628,-0.019270130960207018
ENSMUSG00000055494,0.02231747893703162
ENSMUSG00000086118,-1.9732736814512828
ENSMUSG00000061689,-1.623129231156982
ENSMUSG00000087508,-0.438603771810889
ENSMUSG00000086638,-1.253542532237858
ENSMUSG00000067818,10.578936596549452
ENSMUSG00000087179,NaN
ENSMUSG00000062175,-0.038514858792796904
ENSMUSG00000085741,-0.0161456230136941
ENSMUSG00000027637,0.6218921081980321
ENSMUSG00000027636,-1.7019325167168153
ENSMUSG00000027634,-1.4207881937696722
ENSMUSG00000027635,0.2888348746387758
ENSMUSG00000055485,11.324254382137147
ENSMUSG00000074628,NaN
ENSMUSG00000027639,4.120941521679244
ENSMUSG00000027641,0.5538566104948988
ENSMUSG00000074627,-2.294739122734213
ENSMUSG00000027642,0.9663226913129328
ENSMUSG00000027643,2.3686683027202746
ENSMUSG00000063019,2.572486577552925
ENSMUSG00000027646,-1.394764168147136
ENSMUSG00000087445,1.1019340129923487
ENSMUSG00000067787,0.3155420615335406
ENSMUSG00000067786,7.747696411914367
ENSMUSG00000027649,-0.5332417204799831
ENSMUSG00000037843,0.07392369133045934
ENSMUSG00000027650,-0.022105648401896688
ENSMUSG00000027651,-0.8506121914629161
ENSMUSG00000100860,-1.0410449694286832
ENSMUSG00000037820,2.240636500880368
ENSMUSG00000037813,1.107446403934395
ENSMUSG00000078957,NaN
ENSMUSG00000016024,4.847745210253679
ENSMUSG00000085385,-0.8089788126186455
ENSMUSG00000044349,-0.7795245042218237
ENSMUSG00000027652,-0.6346542135860351
ENSMUSG00000044405,-0.1929193378332088
ENSMUSG00000074625,-0.8862620234521169
ENSMUSG00000086496,-1.8306861379588422
ENSMUSG00000037771,0.19223085707138615
ENSMUSG00000087563,0.6678752101463228
ENSMUSG00000037761,-0.8670802135550375
ENSMUSG00000037754,5.705205874894789
ENSMUSG00000027654,1.33178249690644
ENSMUSG00000027655,-1.605372958785204
ENSMUSG00000086558,-0.6029566210078436
ENSMUSG00000085198,NaN
ENSMUSG00000086653,NaN
ENSMUSG00000074623,0.4876651286377558
ENSMUSG00000074622,6.578597220452187
ENSMUSG00000078956,-0.7812330550413168
ENSMUSG00000070544,-0.30537086234010735
ENSMUSG00000016933,-0.5830291015335154
ENSMUSG00000098889,-0.715230246456998
ENSMUSG00000035877,0.5694534758396268
ENSMUSG00000085303,-0.2748614780489722
ENSMUSG00000027412,1.4711224495859956
ENSMUSG00000050700,NaN
ENSMUSG00000057133,-0.8387453359113223
ENSMUSG00000109780,-1.1395031904725488
ENSMUSG00000067745,-0.7488913567939762
ENSMUSG00000053141,1.7366826517948317
ENSMUSG00000084919,-0.6263496959513036
ENSMUSG00000054457,-1.1664961360783128
ENSMUSG00000087536,0.033077000765339225
ENSMUSG00000086030,NaN
ENSMUSG00000016921,0.6123075963701948
ENSMUSG00000035576,-2.721762272259205
ENSMUSG00000017868,6.3774460898301415
ENSMUSG00000017858,-0.39628747437972317
ENSMUSG00000017861,-0.36966601188523424
ENSMUSG00000086152,-0.6212311683134614
ENSMUSG00000086036,NaN
ENSMUSG00000074607,-0.7554773933021833
ENSMUSG00000017817,0.14080220569835158
ENSMUSG00000035399,-0.6706429950019874
ENSMUSG00000099632,-0.1493259175942978
ENSMUSG00000017943,-0.5281653666223225
ENSMUSG00000048486,-0.761453780089037
ENSMUSG00000053353,0.5281592177837311
ENSMUSG00000078949,0.1484922466910967
ENSMUSG00000046840,-1.7190526790269605
ENSMUSG00000017950,NaN
ENSMUSG00000017679,-1.44356777088253
ENSMUSG00000017707,7.711426764332747
ENSMUSG00000058812,2.2328886800838488
ENSMUSG00000035268,-0.5750879916676914
ENSMUSG00000087129,0.26585686156379196
ENSMUSG00000017697,1.2167572034926306
ENSMUSG00000027656,1.501538908595518
ENSMUSG00000035238,-1.2600840659476908
ENSMUSG00000035226,-1.6819471724976016
ENSMUSG00000018326,1.9265123838663472
ENSMUSG00000054582,-1.5442164747827907
ENSMUSG00000018322,-0.09592767280673621
ENSMUSG00000018209,0.9365858024486626
ENSMUSG00000085538,NaN
ENSMUSG00000040164,-1.337262753659112
ENSMUSG00000085649,NaN
ENSMUSG00000017002,1.222599974793238
ENSMUSG00000016995,7.232799010525007
ENSMUSG00000017007,2.1494731917712526
ENSMUSG00000017009,2.087880538582759
ENSMUSG00000045503,-0.25927026270234477
ENSMUSG00000085760,-0.9919930191562852
ENSMUSG00000017720,-0.7678161976775726
ENSMUSG00000017734,4.878420762120707
ENSMUSG00000017721,1.3478823628399526
ENSMUSG00000086179,-0.7867974111683301
ENSMUSG00000017723,3.108869162921423
ENSMUSG00000074596,NaN
ENSMUSG00000070533,-0.05164214399275368
ENSMUSG00000074594,NaN
ENSMUSG00000078940,NaN
ENSMUSG00000076434,-0.7182631772042233
ENSMUSG00000017299,-1.2311479711611928
ENSMUSG00000086453,-1.3119768173497197
ENSMUSG00000001403,3.551067445263831
ENSMUSG00000017300,NaN
ENSMUSG00000050373,-0.7046912376900076
ENSMUSG00000017307,-0.036530117928302734
ENSMUSG00000045822,-1.9409067491064658
ENSMUSG00000017764,-1.0561571656114705
ENSMUSG00000017767,0.6742972891122568
ENSMUSG00000039873,1.8408031263499869
ENSMUSG00000017760,1.0494275655631384
ENSMUSG00000017754,9.83646343137334
ENSMUSG00000039849,2.9608703547312025
ENSMUSG00000039834,-0.7433336654535039
ENSMUSG00000085436,-1.2889745902904644
ENSMUSG00000017737,1.2585157395396889
ENSMUSG00000017740,-1.602675540035107
ENSMUSG00000039804,-1.2362902155595683
ENSMUSG00000017652,2.814993611729462
ENSMUSG00000078935,NaN
ENSMUSG00000053166,-1.9013967169089776
ENSMUSG00000086630,-1.3591878899071712
ENSMUSG00000017664,-0.1397811174299658
ENSMUSG00000017670,-0.163386940254751
ENSMUSG00000056824,-3.6624508967567424
ENSMUSG00000017667,-0.9667570176337252
ENSMUSG00000027670,4.435298514656075
ENSMUSG00000018459,2.004321152882459
ENSMUSG00000085358,3.752904695627026
ENSMUSG00000039725,-0.6576120828726584
ENSMUSG00000027661,1.0289415665196313
ENSMUSG00000017897,19.566327991064508
ENSMUSG00000039671,-0.9043939732134408
ENSMUSG00000085274,-1.5000300378352727
ENSMUSG00000086820,-0.32786116101754026
ENSMUSG00000084816,-0.49032050840120844
ENSMUSG00000087351,0.9231347780734439
ENSMUSG00000027678,2.562078000318957
ENSMUSG00000006800,3.1878305340350725
ENSMUSG00000084840,-0.04684134977345114
ENSMUSG00000087617,NaN
ENSMUSG00000085129,3.276631890162358
ENSMUSG00000039621,3.486428870188368
ENSMUSG00000042854,-0.14915567522932252
ENSMUSG00000074582,0.5174046872112815
ENSMUSG00000002718,-0.4841057857203817
ENSMUSG00000090397,2.5903660549229044
ENSMUSG00000039536,0.6810994711602307
ENSMUSG00000017999,0.0290293895454988
ENSMUSG00000039501,-0.5656922168825301
ENSMUSG00000074578,-0.5236144458167968
ENSMUSG00000050556,-1.879506758258824
ENSMUSG00000085151,-1.3345260607184937
ENSMUSG00000017969,-1.3403020242468304
ENSMUSG00000086098,0.07182485347761895
ENSMUSG00000017929,-1.3785089221944269
ENSMUSG00000039463,0.9481298825312429
ENSMUSG00000047030,-0.2704708796139434
ENSMUSG00000006418,-1.0966199009977107
ENSMUSG00000042821,3.1762050317932924
ENSMUSG00000085596,4.360919119105287
ENSMUSG00000078923,1.4417025057281376
ENSMUSG00000090213,0.0363144825059729
ENSMUSG00000085914,-1.252790576500372
ENSMUSG00000056501,2.4664141398092703
ENSMUSG00000006462,-0.9315434565945264
ENSMUSG00000084797,2.210628412642536
ENSMUSG00000087624,0.49277050924475896
ENSMUSG00000027540,-0.5550477529447351
ENSMUSG00000074577,-0.010075665172052153
ENSMUSG00000044641,-0.6413136878054183
ENSMUSG00000085267,NaN
ENSMUSG00000087648,NaN
ENSMUSG00000051149,-0.5411108118927517
ENSMUSG00000078919,-1.5588210538765945
ENSMUSG00000074576,-0.8951937589984112
ENSMUSG00000074575,-1.2596327877845528
ENSMUSG00000086783,-1.1002791171403241
ENSMUSG00000027544,0.09660604190773381
ENSMUSG00000027546,0.041393078826426365
ENSMUSG00000027547,3.836633488764533
ENSMUSG00000027551,-0.3333202401343316
ENSMUSG00000086658,NaN
ENSMUSG00000052368,0.4260307454176966
ENSMUSG00000085369,NaN
ENSMUSG00000087074,NaN
ENSMUSG00000078912,-1.7689495837629745
ENSMUSG00000047907,18.806781898877887
ENSMUSG00000052056,2.619506096755004
ENSMUSG00000013523,11.784564956160514
ENSMUSG00000086999,7.493893239077998
ENSMUSG00000086970,2.5887059404911845
ENSMUSG00000038567,NaN
ENSMUSG00000052033,-0.4898636046280133
ENSMUSG00000085495,-1.3593039433497267
ENSMUSG00000085225,-1.0630312274432308
ENSMUSG00000043583,-0.8698899237587443
ENSMUSG00000085158,-1.4075300097878862
ENSMUSG00000027560,-1.642087135190061
ENSMUSG00000067578,-0.42015577750607525
ENSMUSG00000087409,NaN
ENSMUSG00000038537,0.31240700820169415
ENSMUSG00000085905,NaN
ENSMUSG00000027495,-0.5916558840389764
ENSMUSG00000027496,-0.16495372986934023
ENSMUSG00000027498,0.535902984041206
ENSMUSG00000074570,2.291091873232116
ENSMUSG00000087633,-0.18791854875363231
ENSMUSG00000027502,-0.24714311652987692
ENSMUSG00000074569,-0.35471718474727787
ENSMUSG00000027505,1.0442289997557774
ENSMUSG00000028640,0.8525590244514464
ENSMUSG00000008999,2.790944965256662
ENSMUSG00000005883,0.3514334459634519
ENSMUSG00000027509,-1.473397843340582
ENSMUSG00000027510,-0.2101049691968779
ENSMUSG00000087442,NaN
ENSMUSG00000070495,1.490572882650316
ENSMUSG00000087382,-0.23376329870150864
ENSMUSG00000027513,NaN
ENSMUSG00000027514,1.8269962737723608
ENSMUSG00000038400,2.8166790585869093
ENSMUSG00000087600,0.7245656099285419
ENSMUSG00000027518,NaN
ENSMUSG00000027519,0.4140983870508574
ENSMUSG00000057047,NaN
ENSMUSG00000054455,-0.8255739989602039
ENSMUSG00000027522,-0.10792273331236447
ENSMUSG00000039263,1.7185272874467852
ENSMUSG00000074555,8.185399947772066
ENSMUSG00000086537,1.1560053659066982
ENSMUSG00000027523,0.7378343514156747
ENSMUSG00000090625,1.1940331109921443
ENSMUSG00000016253,1.3937096692493924
ENSMUSG00000016256,5.490649948986395
ENSMUSG00000016255,NaN
ENSMUSG00000016252,4.928025829195936
ENSMUSG00000016257,0.5017489750455704
ENSMUSG00000050600,-2.9450999235252215
ENSMUSG00000027524,4.632199462177785
ENSMUSG00000086177,NaN
ENSMUSG00000078906,-0.5686615505042184
ENSMUSG00000078905,-1.8836594655729135
ENSMUSG00000090093,-1.1071821331591793
ENSMUSG00000078902,-2.472886819962939
ENSMUSG00000078903,-1.160628157363213
ENSMUSG00000078899,-1.4675908660316535
ENSMUSG00000078898,-0.9481326165458578
ENSMUSG00000078897,0.8735311492392903
ENSMUSG00000078896,0.3691839461151273
ENSMUSG00000094932,NaN
ENSMUSG00000078889,NaN
ENSMUSG00000078887,-0.02875220757958479
ENSMUSG00000089756,0.18205632515454576
ENSMUSG00000078891,NaN
ENSMUSG00000078894,NaN
ENSMUSG00000089951,1.7049474163426896
ENSMUSG00000078881,4.651974450376351
ENSMUSG00000095199,1.1062378456451876
ENSMUSG00000078880,0.22524476619530692
ENSMUSG00000078879,-1.721592427825824
ENSMUSG00000078878,-0.4270110863800247
ENSMUSG00000078877,-0.20740384917850868
ENSMUSG00000074527,-0.8154235562378862
ENSMUSG00000078875,0.6259708816541366
ENSMUSG00000078872,-1.773319613105511
ENSMUSG00000078870,-1.962971784058777
ENSMUSG00000078869,NaN
ENSMUSG00000078868,-1.7993771959839582
ENSMUSG00000078867,-0.5073185734426916
ENSMUSG00000078866,0.27134319162783177
ENSMUSG00000094786,-0.3258709674381193
ENSMUSG00000078865,-1.2358188502983012
ENSMUSG00000078864,-0.2966407877196491
ENSMUSG00000095362,-0.7807635895433753
ENSMUSG00000074521,-0.7473735694666674
ENSMUSG00000074529,-0.6864947767262363
ENSMUSG00000078862,-0.6621010965617744
ENSMUSG00000074519,-0.5644138356151315
ENSMUSG00000078861,-0.7876358318674768
ENSMUSG00000027525,-0.4414493248738042
ENSMUSG00000060445,-0.04079180029063618
ENSMUSG00000049999,-0.11381546969218784
ENSMUSG00000070476,-0.3641158531513231
ENSMUSG00000039155,1.894529067959257
ENSMUSG00000000305,2.44245876538817
ENSMUSG00000039117,-0.46538245432643094
ENSMUSG00000085704,-0.650786951478721
ENSMUSG00000039108,-0.5114459491780755
ENSMUSG00000027566,2.8416317228600403
ENSMUSG00000039086,-1.715184524856887
ENSMUSG00000039069,-0.7277294866558174
ENSMUSG00000039059,-0.6464255266595215
ENSMUSG00000090589,NaN
ENSMUSG00000039050,-0.9870460681057623
ENSMUSG00000039041,0.5065182643011525
ENSMUSG00000015647,0.49223237763352934
ENSMUSG00000039001,1.8090208220647366
ENSMUSG00000038990,-0.8912946331416498
ENSMUSG00000084843,4.782112657316461
ENSMUSG00000038963,2.360669974006013
ENSMUSG00000027568,-0.15433161932928102
ENSMUSG00000027569,-0.48243971808610514
ENSMUSG00000049401,0.23649584412523675
